,Family,Plant,Code,Lat,Long,Site,Location,Plot,Collection,Date_Label,Date,Year,Plant_family,ID_Num,Order,Subfamily,Genus,Species,Gender,Morph,Count,Type,fltyp,flcol,Functional_group,Functional_group2,int1,int,Pl_ID,Pol_ID
1115,Sarcophagidae,Bellis_perennis,WAN2_22.5_10,52.092N,11.427E,Wanzleben,WAN,2,2017,22.V.2020,5/22/2017,2017,Asteraceae,10,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,FlowerHead,w,Oestroidea,OtherFly,Oestroidea-Bellis_perennis,Sarcophagidae-Bellis_perennis,P_ 5,I_166
1116,Sarcophagidae,Prunus_cerasus,SST1_3.5_s5,51.381N,11.717E,Schafstaedt,SST,1,2017,3.V.2018,5/3/2017,2017,Rosaceae,s5,Diptera,NA,NA,NA,NA,Sarcophagidae,2,Sight,DiskHN,w,Oestroidea,OtherFly,Oestroidea-Prunus_cerasus,Sarcophagidae-Prunus_cerasus,P_27,I_166
1117,Sarcophagidae,Taraxacum_officinale,FRI3_21.5_33,51.633N,11.706E,Friedeburg,FRI,3,2017,21.V.2017,5/21/2017,2017,Asteraceae,33,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,FlowerHead,g,Oestroidea,OtherFly,Oestroidea-Taraxacum_officinale,Sarcophagidae-Taraxacum_officinale,P_40,I_166
1118,Sarcophagidae,Taraxacum_officinale,SIP2_10.5_s5,51.638N,11.060E,Siptenfelde,SIP,2,2017,10.V.2019,5/10/2017,2017,Asteraceae,s5,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Sight,FlowerHead,g,Oestroidea,OtherFly,Oestroidea-Taraxacum_officinale,Sarcophagidae-Taraxacum_officinale,P_40,I_166
1119,Sarcophagidae,Taraxacum_officinale,WAN3_10.5_10,52.083N,11.418E,Wanzleben,WAN,3,2017,10.V.2017,5/10/2017,2017,Asteraceae,10,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,FlowerHead,g,Oestroidea,OtherFly,Oestroidea-Taraxacum_officinale,Sarcophagidae-Taraxacum_officinale,P_40,I_166
1120,Sarcophagidae,Bellis_perennis,WAN2_22.5_08,52.092N,11.427E,Wanzleben,WAN,2,2017,22.V.2019,5/22/2017,2017,Asteraceae,8,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,FlowerHead,w,Oestroidea,OtherFly,Oestroidea-Bellis_perennis,Sarcophagidae-Bellis_perennis,P_ 5,I_166
1121,Sarcophagidae,Crataegus_monogyna,FRI1_21.5_14,51.621N,11.722E,Friedeburg,FRI,1,2017,21.V.2017,5/21/2017,2017,Rosaceae,14,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,DiskON,w,Oestroidea,OtherFly,Oestroidea-Crataegus_monogyna,Sarcophagidae-Crataegus_monogyna,P_ 9,I_166
1122,Sarcophagidae,Euphorbia_helioscopia,FRI3_21.5_25,51.633N,11.706E,Friedeburg,FRI,3,2017,21.V.2017,5/21/2017,2017,Euphorbiaceae,25,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,DiskON,gr,Oestroidea,OtherFly,Oestroidea-Euphorbia_helioscopia,Sarcophagidae-Euphorbia_helioscopia,P_14,I_166
1123,Sarcophagidae,Taraxacum_officinale,SIP1_23.5_09,51.654N,11.038E,Siptenfelde,SIP,1,2017,23.V.2017,5/23/2017,2017,Asteraceae,9,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,FlowerHead,g,Oestroidea,OtherFly,Oestroidea-Taraxacum_officinale,Sarcophagidae-Taraxacum_officinale,P_40,I_166
1124,Sarcophagidae,Brassica_napus,SIP1_23.5_15,51.654N,11.038E,Siptenfelde,SIP,1,2017,23.V.2017,5/23/2017,2017,Brassicaceae,15,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,DiskHN,g,Oestroidea,OtherFly,Oestroidea-Brassica_napus,Sarcophagidae-Brassica_napus,P_ 6,I_166
1125,Sarcophagidae,Taraxacum_officinale,SIP1_10.5_s2,51.654N,11.038E,Siptenfelde,SIP,1,2017,10.V.2018,5/10/2017,2017,Asteraceae,s2,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Sight,FlowerHead,g,Oestroidea,OtherFly,Oestroidea-Taraxacum_officinale,Sarcophagidae-Taraxacum_officinale,P_40,I_166
1126,Sarcophagidae,Crataegus_monogyna,WAN3_22.5_06,52.083N,11.418E,Wanzleben,WAN,3,2017,22.V.2020,5/22/2017,2017,Rosaceae,6,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,DiskON,w,Oestroidea,OtherFly,Oestroidea-Crataegus_monogyna,Sarcophagidae-Crataegus_monogyna,P_ 9,I_166
1127,Sarcophagidae,Ranunculus_acris,SIP3_23.5_06,51.636N,11.054E,Siptenfelde,SIP,3,2017,23.V.2017,5/23/2017,2017,Ranunculaceae,6,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,DiskHN,g,Oestroidea,OtherFly,Oestroidea-Ranunculus_acris,Sarcophagidae-Ranunculus_acris,P_29,I_166
1128,Sarcophagidae,Brassica_napus,SIP1_23.5_20,51.654N,11.038E,Siptenfelde,SIP,1,2017,23.V.2017,5/23/2017,2017,Brassicaceae,20,Diptera,NA,NA,NA,NA,Sarcophagidae,2,Pin,DiskHN,g,Oestroidea,OtherFly,Oestroidea-Brassica_napus,Sarcophagidae-Brassica_napus,P_ 6,I_166
1129,Sarcophagidae,Taraxacum_officinale,SIP1_16.5_09,51.654N,11.038E,Siptenfelde,SIP,1,2017,16.V.2019,5/16/2017,2017,Asteraceae,9,Diptera,NA,NA,NA,NA,Sarcophagidae,2,Pin,FlowerHead,g,Oestroidea,OtherFly,Oestroidea-Taraxacum_officinale,Sarcophagidae-Taraxacum_officinale,P_40,I_166
1130,Sarcophagidae,Crataegus_monogyna,GRE4_23.5_s5,51.645N,11.439E,Greifenhagen,GRE,4,2017,23.V.2018,5/23/2017,2017,Rosaceae,s5,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Sight,DiskON,w,Oestroidea,OtherFly,Oestroidea-Crataegus_monogyna,Sarcophagidae-Crataegus_monogyna,P_ 9,I_166
1131,Sarcophagidae,Bellis_perennis,WAN2_22.5_13,52.092N,11.427E,Wanzleben,WAN,2,2017,22.V.2021,5/22/2017,2017,Asteraceae,13,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,FlowerHead,w,Oestroidea,OtherFly,Oestroidea-Bellis_perennis,Sarcophagidae-Bellis_perennis,P_ 5,I_166
1132,Sarcophagidae,Brassica_napus,SIP2_23.5_11,51.638N,11.060E,Siptenfelde,SIP,2,2017,23.V.2017,5/23/2017,2017,Brassicaceae,11,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,DiskHN,g,Oestroidea,OtherFly,Oestroidea-Brassica_napus,Sarcophagidae-Brassica_napus,P_ 6,I_166
1133,Sarcophagidae,Brassica_napus,SST3_18.5_s2,51.354N,11.734E,Schafstaedt,SST,3,2017,18.V.2021,5/18/2017,2017,Brassicaceae,s2,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Sight,DiskHN,g,Oestroidea,OtherFly,Oestroidea-Brassica_napus,Sarcophagidae-Brassica_napus,P_ 6,I_166
1134,Sarcophagidae,Brassica_napus,SIP1_23.5_17,51.654N,11.038E,Siptenfelde,SIP,1,2017,23.V.2017,5/23/2017,2017,Brassicaceae,17,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,DiskHN,g,Oestroidea,OtherFly,Oestroidea-Brassica_napus,Sarcophagidae-Brassica_napus,P_ 6,I_166
1135,Sarcophagidae,Lamium_album,WAN1_17.5_06,52.094N,11.417E,Wanzleben,WAN,1,2017,17.V.2023,5/17/2017,2017,Lamiaceae,6,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,Lip,w,Oestroidea,OtherFly,Oestroidea-Lamium_album,Sarcophagidae-Lamium_album,P_19,I_166
1136,Sarcophagidae,Brassica_napus,GRE4_12.5_s2,51.645N,11.439E,Greifenhagen,GRE,4,2017,12.V.2020,5/12/2017,2017,Brassicaceae,s2,Diptera,NA,NA,NA,NA,Sarcophagidae,6,Sight,DiskHN,g,Oestroidea,OtherFly,Oestroidea-Brassica_napus,Sarcophagidae-Brassica_napus,P_ 6,I_166
1137,Sarcophagidae,Descurainia_sophia,SST2_21.5_01,51.377N,11.720E,Schafstaedt,SST,2,2017,21.V.2019,5/21/2017,2017,Brassicaceae,1,Diptera,NA,NA,NA,NA,Sarcophagidae,1,Pin,DiskHN,g,Oestroidea,OtherFly,Oestroidea-Descurainia_sophia,Sarcophagidae-Descurainia_sophia,P_11,I_166
1138,Sarcophagidae,Brassica_napus,SIP1_16.5_s2,51.654N,11.038E,Siptenfelde,SIP,1,2017,16.V.2018,5/16/2017,2017,Brassicaceae,s2,Diptera,NA,NA,NA,NA,Sarcophagidae,3,Sight,DiskHN,g,Oestroidea,OtherFly,Oestroidea-Brassica_napus,Sarcophagidae-Brassica_napus,P_ 6,I_166
1139,Sarcophagidae,Brassica_napus,HAR4_22.5_08,51.826N,11.067E,Harsleben,HAR,4,2017,22.V.2017,5/22/2017,2017,Brassicaceae,8,Diptera,NA,NA,NA,NA,Sarcophagidae,2,Pin,DiskHN,g,Oestroidea,OtherFly,Oestroidea-Brassica_napus,Sarcophagidae-Brassica_napus,P_ 6,I_166
1140,Scarabaeidae,Heracleum_sphondylium,GRE4_23.5_08,51.645N,11.439E,Greifenhagen,GRE,4,2017,23.V.2017,5/23/2017,2017,Apiaceae,8,Coleoptera,NA,Valgus,hemipterus,NA,Valgus.hemipterus,1,Pin,DiskON,w,Beetle,Coleoptera,Beetle-Heracleum_sphondylium,Valgus.hemipterus-Heracleum_sphondylium,P_18,I_186
1141,Scarabaeidae,Brassica_napus,WAN2_17.5_07,52.092N,11.427E,Wanzleben,WAN,2,2017,17.V.2017,5/17/2017,2017,Brassicaceae,7,Coleoptera,NA,Gnorimus,variabilis,NA,Gnorimus.variabilis,1,Pin,DiskHN,g,Beetle,Coleoptera,Beetle-Brassica_napus,Gnorimus.variabilis-Brassica_napus,P_ 6,I_ 94
1142,Scarabaeidae,Taraxacum_officinale,FRI3_3.5_09,51.633N,11.706E,Friedeburg,FRI,3,2017,3.V.2017,5/3/2017,2017,Asteraceae,9,Coleoptera,NA,Tropinota,hirta,NA,Tropinota.hirta,1,Pin,FlowerHead,g,Beetle,Coleoptera,Beetle-Taraxacum_officinale,Tropinota.hirta-Taraxacum_officinale,P_40,I_183
1143,Scarabaeidae,Crataegus_monogyna,HAR3_22.5_12,51.854N,11.088E,Harsleben,HAR,3,2017,22.V.2017,5/22/2017,2017,Rosaceae,12,Coleoptera,NA,Cetonia,aurata,NA,Cetonia.aurata,5,Pin,DiskON,w,Beetle,Coleoptera,Beetle-Crataegus_monogyna,Cetonia.aurata-Crataegus_monogyna,P_ 9,I_ 57
1144,Scarabaeidae,Lepidium_campestre,FRI1_21.5_24,51.621N,11.722E,Friedeburg,FRI,1,2017,21.V.2017,5/21/2017,2017,Brassicaceae,24,Coleoptera,NA,Cetonia,aurata,NA,Cetonia.aurata,1,Pin,DiskHN,w,Beetle,Coleoptera,Beetle-Lepidium_campestre,Cetonia.aurata-Lepidium_campestre,P_23,I_ 57
1145,Scarabaeidae,Brassica_napus,GRE4_23.5_02,51.645N,11.439E,Greifenhagen,GRE,4,2017,23.V.2017,5/23/2017,2017,Brassicaceae,2,Coleoptera,NA,Cetonia,aurata,NA,Cetonia.aurata,1,Pin,DiskHN,g,Beetle,Coleoptera,Beetle-Brassica_napus,Cetonia.aurata-Brassica_napus,P_ 6,I_ 57
1146,Scarabaeidae,Taraxacum_officinale,FRI3_20.4_10,51.633N,11.706E,Friedeburg,FRI,3,2017,20.IV.2017,4/20/2017,2017,Asteraceae,10,Coleoptera,NA,Tropinota,hirta,NA,Tropinota.hirta,1,Pin,FlowerHead,g,Beetle,Coleoptera,Beetle-Taraxacum_officinale,Tropinota.hirta-Taraxacum_officinale,P_40,I_183
1147,Scarabaeidae,Lepidium_campestre,FRI1_21.5_19,51.621N,11.722E,Friedeburg,FRI,1,2017,21.V.2017,5/21/2017,2017,Brassicaceae,19,Coleoptera,NA,Cetonia,aurata,NA,Cetonia.aurata,1,Pin,DiskHN,w,Beetle,Coleoptera,Beetle-Lepidium_campestre,Cetonia.aurata-Lepidium_campestre,P_23,I_ 57
1148,Scarabaeidae,Brassica_nigra,FRI1_17.5_05,51.621N,11.722E,Friedeburg,FRI,1,2017,17.V.2019,5/17/2017,2017,Brassicaceae,5,Coleoptera,NA,Tropinota,hirta,NA,Tropinota.hirta,1,Pin,DiskHN,g,Beetle,Coleoptera,Beetle-Brassica_nigra,Tropinota.hirta-Brassica_nigra,P_ 7,I_183
1149,Scarabaeidae,Brassica_napus,FRI1_11.5_s1,51.621N,11.722E,Friedeburg,FRI,1,2017,11.V.2020,5/11/2017,2017,Brassicaceae,s1,Coleoptera,NA,Tropinota,hirta,NA,Tropinota.hirta,2,Sight,DiskHN,g,Beetle,Coleoptera,Beetle-Brassica_napus,Tropinota.hirta-Brassica_napus,P_ 6,I_183
1150,Scarabaeidae,Lepidium_campestre,FRI3_21.5_s3,51.633N,11.706E,Friedeburg,FRI,3,2017,21.V.2018,5/21/2017,2017,Brassicaceae,s3,Coleoptera,NA,Cetonia,aurata,NA,Cetonia.aurata,1,Sight,DiskHN,w,Beetle,Coleoptera,Beetle-Lepidium_campestre,Cetonia.aurata-Lepidium_campestre,P_23,I_ 57
1151,Scarabaeidae,Heracleum_sphondylium,GRE3_23.5_10,51.619N,11.439E,Greifenhagen,GRE,3,2017,23.V.2017,5/23/2017,2017,Apiaceae,10,Coleoptera,NA,Valgus,hemipterus,NA,Valgus.hemipterus,1,Pin,DiskON,w,Beetle,Coleoptera,Beetle-Heracleum_sphondylium,Valgus.hemipterus-Heracleum_sphondylium,P_18,I_186
1152,Scarabaeidae,Taraxacum_officinale,FRI3_3.5_s3,51.633N,11.706E,Friedeburg,FRI,3,2017,3.V.2017,5/3/2017,2017,Asteraceae,s3,Coleoptera,NA,Tropinota,hirta,NA,Tropinota.hirta,7,Sight,FlowerHead,g,Beetle,Coleoptera,Beetle-Taraxacum_officinale,Tropinota.hirta-Taraxacum_officinale,P_40,I_183
1153,Scarabaeidae,Crataegus_monogyna,FRI1_21.5_06,51.621N,11.722E,Friedeburg,FRI,1,2017,21.V.2017,5/21/2017,2017,Rosaceae,6,Coleoptera,NA,Cetonia,aurata,NA,Cetonia.aurata,3,Pin,DiskON,w,Beetle,Coleoptera,Beetle-Crataegus_monogyna,Cetonia.aurata-Crataegus_monogyna,P_ 9,I_ 57
1154,Scarabaeidae,Crataegus_monogyna,FRI1_17.5_08,51.621N,11.722E,Friedeburg,FRI,1,2017,17.V.2017,5/17/2017,2017,Rosaceae,8,Coleoptera,NA,Cetonia,aurata,NA,Cetonia.aurata,1,Pin,DiskON,w,Beetle,Coleoptera,Beetle-Crataegus_monogyna,Cetonia.aurata-Crataegus_monogyna,P_ 9,I_ 57
1155,Scarabaeidae,Crataegus_monogyna,HAR3_22.5_s2,51.854N,11.088E,Harsleben,HAR,3,2017,22.V.2018,5/22/2017,2017,Rosaceae,s2,Coleoptera,NA,Cetonia,aurata,NA,Cetonia.aurata,10,Sight,DiskON,w,Beetle,Coleoptera,Beetle-Crataegus_monogyna,Cetonia.aurata-Crataegus_monogyna,P_ 9,I_ 57
1156,Scarabaeidae,Crataegus_monogyna,FRI1_17.5_s1,51.621N,11.722E,Friedeburg,FRI,1,2017,17.V.2018,5/17/2017,2017,Rosaceae,s1,Coleoptera,NA,Cetonia,aurata,NA,Cetonia.aurata,6,Sight,DiskON,w,Beetle,Coleoptera,Beetle-Crataegus_monogyna,Cetonia.aurata-Crataegus_monogyna,P_ 9,I_ 57
1157,Scarabaeidae,Crataegus_monogyna,GRE1_23.5_01,51.624N,11.455E,Greifenhagen,GRE,1,2017,23.V.2017,5/23/2017,2017,Rosaceae,1,Coleoptera,NA,Cetonia,aurata,NA,Cetonia.aurata,3,Pin,DiskON,w,Beetle,Coleoptera,Beetle-Crataegus_monogyna,Cetonia.aurata-Crataegus_monogyna,P_ 9,I_ 57
1158,Staphylinidae,Taraxacum_officinale,GRE1_7.5_19,51.624N,11.455E,Greifenhagen,GRE,1,2017,7.V.2017,5/7/2017,2017,Asteraceae,19,Coleoptera,NA,Phloeopora,sp,NA,Phloeopora.sp,1,Pin,FlowerHead,g,Beetle,Coleoptera,Beetle-Taraxacum_officinale,Phloeopora.sp-Taraxacum_officinale,P_40,I_145
1159,Syrphidae,Stellaria_holostea,SIP2_16.5_04,51.638N,11.060E,Siptenfelde,SIP,2,2017,16.V.2017,5/16/2017,2017,Caryophyllaceae,4,Diptera,Syrphinae,Parasyrphus,annulatus,male,Parasyrphus.annulatus,1,Pin,DiskHN,w,Hoverfly,Hoverfly,Hoverfly-Stellaria_holostea,Parasyrphus.annulatus-Stellaria_holostea,P_37,I_144
1160,Syrphidae,Taraxacum_officinale,SIP1_10.5_05,51.654N,11.038E,Siptenfelde,SIP,1,2017,10.V.2019,5/10/2017,2017,Asteraceae,5,Diptera,Eristalinae,Eristalis,jugorum,female,Eristalis.jugorum,1,Pin,FlowerHead,g,Hoverfly,Hoverfly,Hoverfly-Taraxacum_officinale,Eristalis.jugorum-Taraxacum_officinale,P_40,I_ 88
1161,Syrphidae,Lepidium_campestre,HAR1_22.5_s3,51.857N,11.071E,Harsleben,HAR,1,2017,22.V.2020,5/22/2017,2017,Brassicaceae,s3,Diptera,Syrphinae,Chrysotoxum,cautum,NA,Chrysotoxum.cautum,1,Sight,DiskHN,w,Hoverfly,Hoverfly,Hoverfly-Lepidium_campestre,Chrysotoxum.cautum-Lepidium_campestre,P_23,I_ 64
1162,Syrphidae,Lepidium_campestre,HAR1_22.5_01,51.857N,11.071E,Harsleben,HAR,1,2017,22.V.2017,5/22/2017,2017,Brassicaceae,1,Diptera,Syrphinae,Chrysotoxum,cautum,male,Chrysotoxum.cautum,1,Pin,DiskHN,w,Hoverfly,Hoverfly,Hoverfly-Lepidium_campestre,Chrysotoxum.cautum-Lepidium_campestre,P_23,I_ 64
1163,Syrphidae,Brassica_napus,GRE4_18.5_01,51.645N,11.439E,Greifenhagen,GRE,4,2017,18.V.2017,5/18/2017,2017,Brassicaceae,1,Diptera,Syrphinae,Eupeodes,luniger,female,Eupeodes.luniger,1,Pin,DiskHN,g,Hoverfly,Hoverfly,Hoverfly-Brassica_napus,Eupeodes.luniger-Brassica_napus,P_ 6,I_ 93
1164,Syrphidae,Brassica_napus,HAR3_11.5_s2,51.854N,11.088E,Harsleben,HAR,3,2017,11.V.2023,5/11/2017,2017,Brassicaceae,s2,Diptera,Syrphinae,Syrphus,ribesii,NA,Syrphus.ribesii,1,Sight,DiskHN,g,Hoverfly,Hoverfly,Hoverfly-Brassica_napus,Syrphus.ribesii-Brassica_napus,P_ 6,I_173
1165,Syrphidae,Taraxacum_officinale,GRE1_28.4_08,51.624N,11.455E,Greifenhagen,GRE,1,2017,28.IV.2017,4/28/2017,2017,Asteraceae,8,Diptera,Syrphinae,Dasysyrphus,albostriatus,male,Dasysyrphus.albostriatus,1,Pin,FlowerHead,g,Hoverfly,Hoverfly,Hoverfly-Taraxacum_officinale,Dasysyrphus.albostriatus-Taraxacum_officinale,P_40,I_ 73
1166,Syrphidae,Brassica_napus,SIP3_16.5_04,51.636N,11.054E,Siptenfelde,SIP,3,2017,16.V.2017,5/16/2017,2017,Brassicaceae,4,Diptera,Syrphinae,Syrphus,vitripennis,female,Syrphus.vitripennis,1,Pin,DiskHN,g,Hoverfly,Hoverfly,Hoverfly-Brassica_napus,Syrphus.vitripennis-Brassica_napus,P_ 6,I_175
1167,Syrphidae,Stellaria_media,SIP3_10.5_05,51.636N,11.054E,Siptenfelde,SIP,3,2017,10.V.2017,5/10/2017,2017,Caryophyllaceae,5,Diptera,Syrphinae,Platycheirus,albimanus,female,Platycheirus.albimanus,1,Pin,DiskHN,w,Hoverfly,Hoverfly,Hoverfly-Stellaria_media,Platycheirus.albimanus-Stellaria_media,P_38,I_153
1168,Syrphidae,Brassica_napus,GRE1_12.5_s5,51.624N,11.455E,Greifenhagen,GRE,1,2017,12.V.2017,5/12/2017,2017,Brassicaceae,s5,Diptera,Syrphinae,Syrphus,torvus,NA,Syrphus.torvus,3,Sight,DiskHN,g,Hoverfly,Hoverfly,Hoverfly-Brassica_napus,Syrphus.torvus-Brassica_napus,P_ 6,I_174
1169,Syrphidae,Capsella_bursa-pastoris,GRE4_18.5_04,51.645N,11.439E,Greifenhagen,GRE,4,2017,18.V.2017,5/18/2017,2017,Brassicaceae,4,Diptera,Syrphinae,Sphaerophoria,scripta,male,Sphaerophoria.scripta,1,Pin,DiskHN,w,Hoverfly,Hoverfly,Hoverfly-Capsella_bursa-pastoris,Sphaerophoria.scripta-Capsella_bursa-pastoris,P_ 8,I_169
1170,Syrphidae,Veronica_chamaedrys,HAR1_22.5_09,51.857N,11.071E,Harsleben,HAR,1,2017,22.V.2017,5/22/2017,2017,Plantaginaceae,9,Diptera,Syrphinae,Chrysotoxum,cautum,male,Chrysotoxum.cautum,1,Pin,Lip,b,Hoverfly,Hoverfly,Hoverfly-Veronica_chamaedrys,Chrysotoxum.cautum-Veronica_chamaedrys,P_45,I_ 64
1171,Syrphidae,Brassica_napus,SIP1_23.5_18,51.654N,11.038E,Siptenfelde,SIP,1,2017,23.V.2017,5/23/2017,2017,Brassicaceae,18,Diptera,Syrphinae,Syrphus,torvus,female,Syrphus.torvus,2,Pin,DiskHN,g,Hoverfly,Hoverfly,Hoverfly-Brassica_napus,Syrphus.torvus-Brassica_napus,P_ 6,I_174
1172,Syrphidae,Brassica_napus,HAR4_22.5_s2,51.826N,11.067E,Harsleben,HAR,4,2017,22.V.2018,5/22/2017,2017,Brassicaceae,s2,Diptera,Syrphinae,Syrphus,ribesii,NA,Syrphus.ribesii,1,Sight,DiskHN,g,Hoverfly,Hoverfly,Hoverfly-Brassica_napus,Syrphus.ribesii-Brassica_napus,P_ 6,I_173
1173,Syrphidae,Ranunculus_acris,SIP2_23.5_19,51.638N,11.060E,Siptenfelde,SIP,2,2017,23.V.2017,5/23/2017,2017,Ranunculaceae,19,Diptera,Eristalinae,Cheilosia,latifrons,NA,Cheilosia.latifrons,1,Pin,DiskHN,g,Hoverfly,Hoverfly,Hoverfly-Ranunculus_acris,Cheilosia.latifrons-Ranunculus_acris,P_29,I_ 59
1174,Syrphidae,Veronica_chamaedrys,HAR1_22.5_11,51.857N,11.071E,Harsleben,HAR,1,2017,22.V.2017,5/22/2017,2017,Plantaginaceae,11,Diptera,Syrphinae,Chrysotoxum,cautum,female,Chrysotoxum.cautum,1,Pin,Lip,b,Hoverfly,Hoverfly,Hoverfly-Veronica_chamaedrys,Chrysotoxum.cautum-Veronica_chamaedrys,P_45,I_ 64
1175,Syrphidae,Ranunculus_acris,SIP2_23.5_20,51.638N,11.060E,Siptenfelde,SIP,2,2017,23.V.2017,5/23/2017,2017,Ranunculaceae,20,Diptera,Eristalinae,Cheilosia,vicina,NA,Cheilosia.vicina,1,Pin,DiskHN,g,Hoverfly,Hoverfly,Hoverfly-Ranunculus_acris,Cheilosia.vicina-Ranunculus_acris,P_29,I_ 60
1176,Syrphidae,Brassica_napus,HAR4_22.5_06,51.826N,11.067E,Harsleben,HAR,4,2017,22.V.2017,5/22/2017,2017,Brassicaceae,6,Diptera,Eristalinae,Eristalis,tenax,male,Eristalis.tenax,2,Pin,DiskHN,g,Hoverfly,Hoverfly,Hoverfly-Brassica_napus,Eristalis.tenax-Brassica_napus,P_ 6,I_ 90
1177,Syrphidae,Stellaria_holostea,SIP3_16.5_06,51.636N,11.054E,Siptenfelde,SIP,3,2017,16.V.2017,5/16/2017,2017,Caryophyllaceae,6,Diptera,Eristalinae,Eristalis,horticola,male,Eristalis.horticola,1,Pin,DiskHN,w,Hoverfly,Hoverfly,Hoverfly-Stellaria_holostea,Eristalis.horticola-Stellaria_holostea,P_37,I_ 87
1178,Syrphidae,Brassica_napus,GRE1_12.5_01,51.624N,11.455E,Greifenhagen,GRE,1,2017,12.V.2017,5/12/2017,2017,Brassicaceae,1,Diptera,Syrphinae,Syrphus,torvus,female,Syrphus.torvus,1,Pin,DiskHN,g,Hoverfly,Hoverfly,Hoverfly-Brassica_napus,Syrphus.torvus-Brassica_napus,P_ 6,I_174
1179,Syrphidae,Ranunculus_acris,SIP2_23.5_14,51.638N,11.060E,Siptenfelde,SIP,2,2017,23.V.2017,5/23/2017,2017,Ranunculaceae,14,Diptera,Eristalinae,Cheilosia,latifrons,male,Cheilosia.latifrons,1,Pin,DiskHN,g,Hoverfly,Hoverfly,Hoverfly-Ranunculus_acris,Cheilosia.latifrons-Ranunculus_acris,P_29,I_ 59
1180,Syrphidae,Lepidium_campestre,HAR1_22.5_02,51.857N,11.071E,Harsleben,HAR,1,2017,22.V.2017,5/22/2017,2017,Brassicaceae,2,Diptera,Syrphinae,Chrysotoxum,cautum,male,Chrysotoxum.cautum,1,Pin,DiskHN,w,Hoverfly,Hoverfly,Hoverfly-Lepidium_campestre,Chrysotoxum.cautum-Lepidium_campestre,P_23,I_ 64
1181,Syrphidae,Taraxacum_officinale,SIP3_16.5_11,51.636N,11.054E,Siptenfelde,SIP,3,2017,16.V.2017,5/16/2017,2017,Asteraceae,11,Diptera,Syrphinae,Dasysyrphus,tricinctus,female,Dasysyrphus.tricinctus,1,Pin,FlowerHead,g,Hoverfly,Hoverfly,Hoverfly-Taraxacum_officinale,Dasysyrphus.tricinctus-Taraxacum_officinale,P_40,I_ 74
1182,Syrphidae,Stellaria_holostea,SIP3_16.5_07,51.636N,11.054E,Siptenfelde,SIP,3,2017,16.V.2017,5/16/2017,2017,Caryophyllaceae,7,Diptera,Syrphinae,Syrphus,torvus,female,Syrphus.torvus,1,Pin,DiskHN,w,Hoverfly,Hoverfly,Hoverfly-Stellaria_holostea,Syrphus.torvus-Stellaria_holostea,P_37,I_174
1183,Syrphidae,Capsella_bursa-pastoris,GRE1_12.5_03,51.624N,11.455E,Greifenhagen,GRE,1,2017,12.V.2017,5/12/2017,2017,Brassicaceae,3,Diptera,Syrphinae,Xantogramma,pedissequum,male,Xantogramma.pedissequum,1,Pin,DiskHN,w,Hoverfly,Hoverfly,Hoverfly-Capsella_bursa-pastoris,Xantogramma.pedissequum-Capsella_bursa-pastoris,P_ 8,I_189
1184,Syrphidae,Lepidium_campestre,FRI3_21.5_11,51.633N,11.706E,Friedeburg,FRI,3,2017,21.V.2017,5/21/2017,2017,Brassicaceae,11,Diptera,Syrphinae,Eupeodes,corollae,female,Eupeodes.corollae,1,Pin,DiskHN,w,Hoverfly,Hoverfly,Hoverfly-Lepidium_campestre,Eupeodes.corollae-Lepidium_campestre,P_23,I_ 92
1185,Syrphidae,Brassica_napus,SIP2_16.5_s9,51.638N,11.060E,Siptenfelde,SIP,2,2017,16.V.2018,5/16/2017,2017,Brassicaceae,s9,Diptera,Syrphinae,Dasysyrphus,tricinctus,NA,Dasysyrphus.tricinctus,1,Sight,DiskHN,g,Hoverfly,Hoverfly,Hoverfly-Brassica_napus,Dasysyrphus.tricinctus-Brassica_napus,P_ 6,I_ 74
1186,Syrphidae,Genista_sp,HAR1_22.5_s11,51.857N,11.071E,Harsleben,HAR,1,2017,22.V.2018,5/22/2017,2017,Fabaceae,s11,Diptera,Syrphinae,Syrphus,ribesii,NA,Syrphus.ribesii,1,Sight,FlagBlossoms,g,Hoverfly,Hoverfly,Hoverfly-Genista_sp,Syrphus.ribesii-Genista_sp,P_17,I_173
